ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Name,Ukrainian,Russian,prev_name,Whole population
240,UKR,Ukraine,5,Dnipropetrovs'k,93,mezhivskyi,UA.DP.ME,0,,Raion,District,,Mezhovyi,mezhivskyi,94.71,3.93,MEZHIVSKYI RAION,28529.0
240,UKR,Ukraine,5,Dnipropetrovs'k,94,nikopolska,UA.DP.NP,0,,Misto,City,,,nikopolska,56.0,42.73,m. NIKOPOL,138218.0
240,UKR,Ukraine,5,Dnipropetrovs'k,95,nikopolskyi,UA.DP.NK,0,,Raion,District,,Nikopolskyi,nikopolskyi,89.66,9.75,NIKOPOLSKYI RAION,44716.0
240,UKR,Ukraine,5,Dnipropetrovs'k,96,novomoskovska,UA.DP.NM,0,,Misto,City,,Novomoskovsk,novomoskovska,80.88,18.48,m. NOVOMOSKOVSK,71860.0
240,UKR,Ukraine,5,Dnipropetrovs'k,97,novomoskovskyi,UA.DP.NV,0,,Raion,District,,Novomoskovskyi,novomoskovskyi,86.2,12.93,NOVOMOSKOVSKYI RAION,75828.0
240,UKR,Ukraine,5,Dnipropetrovs'k,98,ordzhonikidzevska,UA.DP.OR,0,,Misto,City,,Ordzhonikidze,ordzhonikidzevska,67.72,31.7,ORDZHONIKIDZE (miskrada),46654.0
240,UKR,Ukraine,5,Dnipropetrovs'k,99,pavlograd,UA.DP.PM,0,,Misto,City,,,pavlograd,59.23,39.82,m. PAVLOHRAD,119672.0
240,UKR,Ukraine,5,Dnipropetrovs'k,100,pavlohradskyi,UA.DP.PR,0,,Raion,District,,Pavlogradskyi,pavlohradskyi,75.97,23.36,PAVLOHRADSKYI RAION,32906.0
240,UKR,Ukraine,5,Dnipropetrovs'k,101,petropavlivskyi,UA.DP.PP,0,,Raion,District,,Petropavlivskyi,petropavlivskyi,91.43,7.96,PETROPAVLIVSKYI RAION,35403.0
240,UKR,Ukraine,5,Dnipropetrovs'k,102,petrykivskyi,UA.DP.PK,0,,Raion,District,,Petrykivskyi,petrykivskyi,95.49,3.95,PETRYKIVSKYI RAION,25994.0
240,UKR,Ukraine,5,Dnipropetrovs'k,103,piatykhatskyi,UA.DP.PI,0,,Raion,District,,Pyatyhatskyi,piatykhatskyi,92.32,6.33,PIATYKHATSKYI RAION,53275.0
240,UKR,Ukraine,5,Dnipropetrovs'k,104,pokrovskyi,UA.DP.PO,0,,Raion,District,,Pokrovskyi,pokrovskyi,95.25,4.15,POKROVSKYI RAION,41864.0
240,UKR,Ukraine,5,Dnipropetrovs'k,105,shyrokivskyi,UA.DP.SH,0,,Raion,District,,Shyrochanskyi,shyrokivskyi,92.47,6.4,SHYROKIVSKYI RAION,31361.0
240,UKR,Ukraine,5,Dnipropetrovs'k,106,sofi‹vskyi,UA.DP.SF,0,,Raion,District,,Sofiivskyi,sofi‹vskyi,94.59,4.31,SOFIIVSKYI RAION,28541.0
240,UKR,Ukraine,5,Dnipropetrovs'k,107,solonianskyi,UA.DP.SL,0,,Raion,District,,Solonyanskyi,solonianskyi,92.66,6.37,SOLONIANSKYI RAION,42500.0
240,UKR,Ukraine,5,Dnipropetrovs'k,108,synelnykivska,UA.DP.SM,0,,Misto,City,,,synelnykivska,77.95,20.23,m. SYNELNYKOVE,32292.0
240,UKR,Ukraine,5,Dnipropetrovs'k,109,synelnykivskyi,UA.DP.SR,0,,Raion,District,,Synelnikivskyi,synelnykivskyi,89.95,8.78,SYNELNYKIVSKYI RAION,41674.0
240,UKR,Ukraine,5,Dnipropetrovs'k,110,tomakivskyi,UA.DP.TO,0,,Raion,District,,Tomakivskyi,tomakivskyi,92.77,6.6,TOMAKIVSKYI RAION,31629.0
240,UKR,Ukraine,5,Dnipropetrovs'k,111,tsarychanskyi,UA.DP.TS,0,,Raion,District,,Tsarychanskyi,tsarychanskyi,95.44,3.93,TSARYCHANSKYI RAION,30775.0
240,UKR,Ukraine,5,Dnipropetrovs'k,112,vasylkivskyi,UA.DP.VA,0,,Raion,District,,Vasylkivskyi,vasylkivskyi,94.53,4.63,VASYLKIVSKYI RAION,70467.0
240,UKR,Ukraine,5,Dnipropetrovs'k,112,vasylkivskyi,UA.DP.VA,0,,Raion,District,,Vasylkivskyi,vasylkivskyi,95.35,4.15,VASYLKIVSKYI RAION,70467.0
240,UKR,Ukraine,5,Dnipropetrovs'k,113,verkhnodniprovskyi,UA.DP.VE,0,,Raion,District,,Verhnyodniprovsky,verkhnodniprovskyi,89.98,9.2,VERKHNODNIPROVSKYI RAION,56932.0
240,UKR,Ukraine,5,Dnipropetrovs'k,114,zhovtovodska,UA.DP.ZH,0,,Mis'ka Rada,Mis'ka Rada,,ZhovtiVody,zhovtovodska,77.08,20.89,ZHOVTI VODY (miskrada),57329.0
240,UKR,Ukraine,6,Donets'k,115,amvrosi‹vskyi,UA.DT.AS,0,,Raion,District,,Amvrosiivskyi,amvrosi‹vskyi,43.46,55.77,AMVROSIIVSKYI RAION,54939.0
240,UKR,Ukraine,6,Donets'k,116,artemivska,UA.DT.AM,0,,Mis'ka Rada,Mis'ka Rada,,,artemivska,35.22,63.62,ARTEMIVSK (miskrada),113785.0
240,UKR,Ukraine,6,Donets'k,117,artemivskyi,UA.DT.AR,0,,Raion,District,,Artemivskyi,artemivskyi,72.22,26.22,ARTEMIVSKYI RAION,54065.0
240,UKR,Ukraine,6,Donets'k,118,dobropilska,UA.DT.DM,0,,Mis'ka Rada,Mis'ka Rada,,Dobropillia,dobropilska,39.28,60.2,DOBROPILLIA (miskrada),72817.0
240,UKR,Ukraine,6,Donets'k,119,dobropilskyi,UA.DT.DR,0,,Raion,District,,Dobropolskyi,dobropilskyi,88.61,10.85,DOBROPILSKYI RAION,20659.0
