"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
386,240,"UKR","Ukraine",16,"Mykolayiv",386,"Pervomais'ka","UA.MY.PM",NA,"","Misto","City","",""
387,240,"UKR","Ukraine",16,"Mykolayiv",387,"Pervomais'kyi","UA.MY.PR",NA,"","Raion","District","","Pervomayskyi-Myk"
388,240,"UKR","Ukraine",16,"Mykolayiv",388,"Snihurivs'kyi","UA.MY.SN",NA,"","Raion","District","","Snigurivskyi"
389,240,"UKR","Ukraine",16,"Mykolayiv",389,"Veselynivs'kyi","UA.MY.VE",NA,"","Raion","District","","Veselynovskyi"
390,240,"UKR","Ukraine",16,"Mykolayiv",390,"Voznesens'ka","UA.MY.VM",NA,"","Misto","City","",""
391,240,"UKR","Ukraine",16,"Mykolayiv",391,"Voznesens'kyi","UA.MY.VR",NA,"","Raion","District","","Voznesenskyi-Myk"
392,240,"UKR","Ukraine",16,"Mykolayiv",392,"Vradi‹vs'kyi","UA.MY.VD",NA,"","Raion","District","","Vradiyivskyi"
393,240,"UKR","Ukraine",16,"Mykolayiv",393,"Zhovtnevyi","UA.MY.ZH",NA,"","Raion","District","","Zhovtnevyi-Myk"
394,240,"UKR","Ukraine",17,"Odessa",394,"Anan'‹vs'kyi","UA.OD.AN",NA,"","Raion","District","","Ananyivskyi"
395,240,"UKR","Ukraine",17,"Odessa",395,"Artsyz'kyi","UA.OD.AR",NA,"","Raion","District","","Artsyzkyi"
396,240,"UKR","Ukraine",17,"Odessa",396,"Balts'kyi","UA.OD.BA",NA,"","Raion","District","","Baltenskyi"
397,240,"UKR","Ukraine",17,"Odessa",397,"Berezivs'kyi","UA.OD.BE",NA,"","Raion","District","","Berezivskyi-Ode"
398,240,"UKR","Ukraine",17,"Odessa",398,"Bilhorod-Dnistrovs'ka","UA.OD.BM",NA,"","Mis'ka Rada","Mis'ka Rada","",""
399,240,"UKR","Ukraine",17,"Odessa",399,"Bilhorod-Dnistrovs'kyi","UA.OD.BR",NA,"","Raion","District","","Bilgorod Dnistrovs"
400,240,"UKR","Ukraine",17,"Odessa",400,"Bilia‹vs'kyi","UA.OD.BL",NA,"","Raion","District","","Bilyayivskyi"
401,240,"UKR","Ukraine",17,"Odessa",401,"Bolhrads'kyi","UA.OD.BO",NA,"","Raion","District","","Bolgradskyi-Ode"
402,240,"UKR","Ukraine",17,"Odessa",402,"Frunzivs'kyi","UA.OD.FR",NA,"","Raion","District","","Frunzevskyi-Ode"
403,240,"UKR","Ukraine",17,"Odessa",403,"Ivanivs'kyi","UA.OD.IV",NA,"","Raion","District","","Ivanivskyi-Ode"
404,240,"UKR","Ukraine",17,"Odessa",404,"Izma‹l's'ka","UA.OD.IM",NA,"","Misto","City","","Izmayilskyi"
405,240,"UKR","Ukraine",17,"Odessa",405,"Kiliis'kyi","UA.OD.KL",NA,"","Raion","District","","Kiliyskyi"
406,240,"UKR","Ukraine",17,"Odessa",406,"Kodyms'kyi","UA.OD.KD",NA,"","Raion","District","","Kodymskyi"
407,240,"UKR","Ukraine",17,"Odessa",407,"Kominternivs'kyi","UA.OD.KI",NA,"","Raion","District","","Kominternivskyi"
408,240,"UKR","Ukraine",17,"Odessa",408,"Kotovs'ka","UA.OD.KM",NA,"","Misto","City","",""
409,240,"UKR","Ukraine",17,"Odessa",409,"Kotovs'kyi","UA.OD.KR",NA,"","Raion","District","","Kotovskyi-Ode"
410,240,"UKR","Ukraine",17,"Odessa",410,"Krasnooknians'kyi","UA.OD.KO",NA,"","Raion","District","","Krasnooknyanskyi"
411,240,"UKR","Ukraine",17,"Odessa",411,"Liubashivs'kyi","UA.OD.LI",NA,"","Raion","District","","Lyubashivskyi"
412,240,"UKR","Ukraine",17,"Odessa",412,"Mykola‹vs'kyi","UA.OD.MY",NA,"","Raion","District","","Mykolayivskyi-Ode"
413,240,"UKR","Ukraine",17,"Odessa",413,"Odes'ka","UA.OD.OD",NA,"","Misto","City","","Odesa"
414,240,"UKR","Ukraine",17,"Odessa",414,"Ovidiopol's'kyi","UA.OD.OV",NA,"","Raion","District","","Ovidiopolskyi"
415,240,"UKR","Ukraine",17,"Odessa",415,"Reniis'kyi","UA.OD.RE",NA,"","Raion","District","","Reniyskyi"
416,240,"UKR","Ukraine",17,"Odessa",416,"Rozdil'nias'kyi","UA.OD.RO",NA,"","Raion","District","","Rozdilnenskyi"
417,240,"UKR","Ukraine",17,"Odessa",417,"Sarats'kyi","UA.OD.SR",NA,"","Raion","District","","Saratskyi"
418,240,"UKR","Ukraine",17,"Odessa",418,"Savrans'kyi","UA.OD.SV",NA,"","Raion","District","","Savranskyi"
419,240,"UKR","Ukraine",17,"Odessa",419,"Shyria‹vs'kyi","UA.OD.SH",NA,"","Raion","District","","Shyrayevskyi"
420,240,"UKR","Ukraine",17,"Odessa",420,"Tarutyns'kyi","UA.OD.TR",NA,"","Raion","District","","Tarutynskyi"
421,240,"UKR","Ukraine",17,"Odessa",421,"Tatarbunars'kyi","UA.OD.TT",NA,"","Raion","District","","Tatarbunarskyi"
422,240,"UKR","Ukraine",17,"Odessa",422,"Velykomykhailivs'kyi","UA.OD.VE",NA,"","Raion","District","","Velykomyhaylivsky"
423,240,"UKR","Ukraine",18,"Poltava",423,"Chornukhyns'kyi","UA.PL.CR",NA,"","Raion","District","","Chornuskyi"
424,240,"UKR","Ukraine",18,"Poltava",424,"Chutivs'kyi","UA.PL.CT",NA,"","Raion","District","","Chutovskyi"
425,240,"UKR","Ukraine",18,"Poltava",425,"Dykans'kyi","UA.PL.DY",NA,"","Raion","District","","Dykanskyi"
426,240,"UKR","Ukraine",18,"Poltava",426,"Hadiats'kyi","UA.PL.HA",NA,"","Raion","District","","Gadyatskyi-Pol"
427,240,"UKR","Ukraine",18,"Poltava",427,"Hlobyns'kyi","UA.PL.HL",NA,"","Raion","District","","Globinskyi-Pol"
428,240,"UKR","Ukraine",18,"Poltava",428,"Hrebinkivs'kyi","UA.PL.HR",NA,"","Raion","District","","Grebinkivskyi"
429,240,"UKR","Ukraine",18,"Poltava",429,"Karlivs'kyi","UA.PL.KA",NA,"","Raion","District","","Karlivskyi"
430,240,"UKR","Ukraine",18,"Poltava",430,"Khorol's'kyi","UA.PL.KH",NA,"","Raion","District","","Horolskyi"
431,240,"UKR","Ukraine",18,"Poltava",431,"Kobeliats'kyi","UA.PL.KB",NA,"","Raion","District","","Kobelyatskyi"
432,240,"UKR","Ukraine",18,"Poltava",432,"Komsomol's'ka","UA.PL.KS",NA,"","Mis'ka Rada","Mis'ka Rada","","Komsomolsk-Pol"
433,240,"UKR","Ukraine",18,"Poltava",433,"Kotelevs'kyi","UA.PL.KT",NA,"","Raion","District","","Kotelvskyi"
434,240,"UKR","Ukraine",18,"Poltava",434,"Kozel'shchyns'kyi","UA.PL.KZ",NA,"","Raion","District","","Kozelschynskyi"
435,240,"UKR","Ukraine",18,"Poltava",435,"Kremenchuts'ka","UA.PL.KM",NA,"","Misto","City","","Kremenchug-Pol"
436,240,"UKR","Ukraine",18,"Poltava",436,"Kremenchuts'kyi","UA.PL.KR",NA,"","Raion","District","","Kremenchutskyi"
437,240,"UKR","Ukraine",18,"Poltava",437,"Lokhvyts'kyi","UA.PL.LO",NA,"","Raion","District","","Lohvytskyi"
438,240,"UKR","Ukraine",18,"Poltava",438,"Lubens'ka","UA.PL.LM",NA,"","Misto","City","",""
439,240,"UKR","Ukraine",18,"Poltava",439,"Lubens'kyi","UA.PL.LR",NA,"","Raion","District","","Lubenskyi"
440,240,"UKR","Ukraine",18,"Poltava",440,"Mashivs'kyi","UA.PL.MA",NA,"","Raion","District","","Mashivskyi"
441,240,"UKR","Ukraine",18,"Poltava",441,"Myrhorods'kyi","UA.PL.MR",NA,"","Raion","District","","Myrgorodskyi"
442,240,"UKR","Ukraine",18,"Poltava",442,"Novosanzhars'kyi","UA.PL.NO",NA,"","Raion","District","","Novosanzharskyi"
443,240,"UKR","Ukraine",18,"Poltava",443,"Orzhyts'kyi","UA.PL.OR",NA,"","Raion","District","","Orzhytskyi"
444,240,"UKR","Ukraine",18,"Poltava",444,"Poltavs'ka","UA.PL.PM",NA,"","Misto","City","","Poltava"
445,240,"UKR","Ukraine",18,"Poltava",445,"Poltavs'kyi","UA.PL.PR",NA,"","Raion","District","","Poltavskyi"
446,240,"UKR","Ukraine",18,"Poltava",446,"Pyriatyns'kyi","UA.PL.PY",NA,"","Raion","District","","Piryatinskyi"
447,240,"UKR","Ukraine",18,"Poltava",447,"Reshetylivs'kyi","UA.PL.RE",NA,"","Raion","District","","Reshetylivskyi"
448,240,"UKR","Ukraine",18,"Poltava",448,"Semenivs'kyi","UA.PL.SE",NA,"","Raion","District","","Semenivskyi"
449,240,"UKR","Ukraine",18,"Poltava",449,"Shyshats'kyi","UA.PL.SH",NA,"","Raion","District","","Shyshatskyi"
450,240,"UKR","Ukraine",18,"Poltava",450,"Velykobahachans'kyi","UA.PL.VE",NA,"","Raion","District","","Velykobagatskyi"
451,240,"UKR","Ukraine",18,"Poltava",451,"Zin'kivs'kyi","UA.PL.ZI",NA,"","Raion","District","","Zinkivskyi"
452,240,"UKR","Ukraine",19,"Rivne",452,"Bereznivs'kyi","UA.RV.BE",NA,"","Raion","District","","Bereznyatskyi"
453,240,"UKR","Ukraine",19,"Rivne",453,"Demydiv's'kyi","UA.RV.DE",NA,"","Raion","Raion","","Demydivskyi"
454,240,"UKR","Ukraine",19,"Rivne",454,"Dubens'kyi","UA.RV.DB",NA,"","Raion","District","","Dubenskyi"
455,240,"UKR","Ukraine",19,"Rivne",455,"Dubnivs'ka","UA.RV.DU",NA,"","Misto","City","","Dubno"
456,240,"UKR","Ukraine",19,"Rivne",456,"Dubrovyts'kyi","UA.RV.DR",NA,"","Raion","District","","Dubrovytskyi"
457,240,"UKR","Ukraine",19,"Rivne",457,"Hoshchans'kyi","UA.RV.HO",NA,"","Raion","District","","Goschanskyi"
458,240,"UKR","Ukraine",19,"Rivne",458,"Korets'kyi","UA.RV.KR",NA,"","Raion","District","","Koretskyi"
459,240,"UKR","Ukraine",19,"Rivne",459,"Kostopil's'kyi","UA.RV.KP",NA,"","Raion","District","","Kostopilskyi"
460,240,"UKR","Ukraine",19,"Rivne",460,"Mlynivs'kyi","UA.RV.ML",NA,"","Raion","Raion","","Mlynivskyi"
461,240,"UKR","Ukraine",19,"Rivne",461,"Ostroz'kyi","UA.RV.OR",NA,"","Raion","District","","Ostrozkyi-Riv"
462,240,"UKR","Ukraine",19,"Rivne",462,"Radyvylivs'kyi","UA.RV.RA",NA,"","Raion","District","","Radyvylivskyi"
463,240,"UKR","Ukraine",19,"Rivne",463,"Rivnens'ka","UA.RV.RM",NA,"","Misto","City","","Rivne"
464,240,"UKR","Ukraine",19,"Rivne",464,"Rivnens'kyi","UA.RV.RR",NA,"","Raion","District","","Rivnenskyi"
465,240,"UKR","Ukraine",19,"Rivne",465,"Rokytnivs'kyi","UA.RV.RO",NA,"","Raion","District","","Rokytnyanskyi-Riv"
466,240,"UKR","Ukraine",19,"Rivne",466,"Sarnens'kyi","UA.RV.SA",NA,"","Raion","District","","Sarnenskyi"
467,240,"UKR","Ukraine",19,"Rivne",467,"Volodymyrets'kyi","UA.RV.VO",NA,"","Raion","District","","Volodymyretskyi"
468,240,"UKR","Ukraine",19,"Rivne",468,"Zarichnens'kyi","UA.RV.ZA",NA,"","Raion","District","","Zarichnenskyi"
469,240,"UKR","Ukraine",19,"Rivne",469,"Zdolbunivs'kyi","UA.RV.ZD",NA,"","Raion","District","","Zdolbunivskyi"
470,240,"UKR","Ukraine",20,"Sevastopol'",470,"Balaklavs'kyi","UA.SC.BA",NA,"","Raion","Raion","","Balaklavskiy"
471,240,"UKR","Ukraine",20,"Sevastopol'",471,"Haharins'kyi","UA.SC.HA",NA,"","Raion","Raion","","Gagarinskiy"
472,240,"UKR","Ukraine",20,"Sevastopol'",472,"Lenins'kyi","UA.SC.LE",NA,"","Raion","Raion","","Leninskiy"
473,240,"UKR","Ukraine",20,"Sevastopol'",473,"Nakhimovs'kyi","UA.SC.NA",NA,"","Raion","Raion","","Nakhimovskiy"
474,240,"UKR","Ukraine",21,"Sumy",474,"Bilopils'kyi","UA.SM.BI",NA,"","Raion","District","","Bilopilskyi"
475,240,"UKR","Ukraine",21,"Sumy",475,"Buryns'kyi","UA.SM.BU",NA,"","Raion","District","","Burynskyi"
476,240,"UKR","Ukraine",21,"Sumy",476,"Hlukhivs'kyi","UA.SM.HR",NA,"","Raion","District","","Gluhivskyi"
477,240,"UKR","Ukraine",21,"Sumy",477,"Iampil's'kyi","UA.SM.IA",NA,"","Raion","District","","Yampilskyi-Sum"
478,240,"UKR","Ukraine",21,"Sumy",478,"Konotops'ka","UA.SM.KM",NA,"","Mis'ka Rada","Mis'ka Rada","",""
479,240,"UKR","Ukraine",21,"Sumy",479,"Konotops'kyi","UA.SM.KR",NA,"","Raion","District","","Konotopskyi"
480,240,"UKR","Ukraine",21,"Sumy",480,"Krasnopil's'kyi","UA.SM.KP",NA,"","Raion","District","","Krasnopilskyi"
481,240,"UKR","Ukraine",21,"Sumy",481,"Krolevets'kyi","UA.SM.KV",NA,"","Raion","District","","Krolevetskyi"
482,240,"UKR","Ukraine",21,"Sumy",482,"Lebedyns'kyi","UA.SM.LR",NA,"","Raion","District","","Lebedynskyi"
483,240,"UKR","Ukraine",21,"Sumy",483,"Lypovodolyns'kyi","UA.SM.LY",NA,"","Raion","District","","Lypovodolynskyi"
484,240,"UKR","Ukraine",21,"Sumy",484,"Nedryhailivs'kyi","UA.SM.NE",NA,"","Raion","District","","Nedrygaylivskyi"
485,240,"UKR","Ukraine",21,"Sumy",485,"Okhtyrs'ka","UA.SM.OM",NA,"","Mis'ka Rada","Mis'ka Rada","",""
486,240,"UKR","Ukraine",21,"Sumy",486,"Okhtyrs'kyi","UA.SM.OR",NA,"","Raion","Raion","","Ahtyrskyi-Sum"
487,240,"UKR","Ukraine",21,"Sumy",487,"Putyvl's'kyi","UA.SM.PU",NA,"","Raion","District","","Putyvlskyi"
488,240,"UKR","Ukraine",21,"Sumy",488,"Romens'ka","UA.SM.RM",NA,"","Mis'ka Rada","Mis'ka Rada","",""
489,240,"UKR","Ukraine",21,"Sumy",489,"Romens'kyi","UA.SM.RR",NA,"","Raion","District","","Romenskyi"
490,240,"UKR","Ukraine",21,"Sumy",490,"Seredyno-Buds'kyi","UA.SM.SE",NA,"","Raion","District","","Seredynobudskyi"
491,240,"UKR","Ukraine",21,"Sumy",491,"Shostkins'ka","UA.SM.SK",NA,"","Misto","City","",""
492,240,"UKR","Ukraine",21,"Sumy",492,"Shostkins'kyi","UA.SM.SH",NA,"","Raion","District","","Shostskyi"
493,240,"UKR","Ukraine",21,"Sumy",493,"Sums'ka","UA.SM.SM",NA,"","Mis'ka Rada","Mis'ka Rada","","Sumy"
494,240,"UKR","Ukraine",21,"Sumy",494,"Sums'kyi","UA.SM.SR",NA,"","Raion","District","","Sumskyi"
495,240,"UKR","Ukraine",21,"Sumy",495,"Trostianets'kyi","UA.SM.TR",NA,"","Raion","District","","Trostyanetskyi"
496,240,"UKR","Ukraine",21,"Sumy",496,"Velykopysarivs'kyi","UA.SM.VE",NA,"","Raion","District","","Velykopysarivskyi"
497,240,"UKR","Ukraine",22,"Ternopil'",497,"Berezhans'kyi","UA.TP.BE",NA,"","Raion","District","","Berezhanskyi"
498,240,"UKR","Ukraine",22,"Ternopil'",498,"Borshchivs'kyi","UA.TP.BO",NA,"","Raion","District","","Borschivskyi"
499,240,"UKR","Ukraine",22,"Ternopil'",499,"Buchats'kyi","UA.TP.BU",NA,"","Raion","District","","Buchachskyi"
500,240,"UKR","Ukraine",22,"Ternopil'",500,"Chortkivs'kyi","UA.TP.CH",NA,"","Raion","District","","Chortkivskyi"
501,240,"UKR","Ukraine",22,"Ternopil'",501,"Husiatyns'kyi","UA.TP.HU",NA,"","Raion","District","","Gusyatynskyi"
502,240,"UKR","Ukraine",22,"Ternopil'",502,"Kozivs'kyi","UA.TP.KO",NA,"","Raion","District","","Kozovskyi"
503,240,"UKR","Ukraine",22,"Ternopil'",503,"Kremenets'kyi","UA.TP.KR",NA,"","Raion","District","","Kremenetskyi"
504,240,"UKR","Ukraine",22,"Ternopil'",504,"Lanovets'kyi","UA.TP.LA",NA,"","Raion","Raion","","Lanivskyi"
505,240,"UKR","Ukraine",22,"Ternopil'",505,"Monastyrys'kyi","UA.TP.MO",NA,"","Raion","District","","Monastyryskyi"
506,240,"UKR","Ukraine",22,"Ternopil'",506,"Pidhaiets'kyi","UA.TP.PH",NA,"","Raion","District","","Pidgayskyi"
507,240,"UKR","Ukraine",22,"Ternopil'",507,"Pidvolochys'kyi","UA.TP.PV",NA,"","Raion","District","","Pidvolochinskyi"
508,240,"UKR","Ukraine",22,"Ternopil'",508,"Shums'kyi","UA.TP.SH",NA,"","Raion","District","","Shumskyi"
509,240,"UKR","Ukraine",22,"Ternopil'",509,"Terebovlians'kyi","UA.TP.TB",NA,"","Raion","District","","Terebovlskyi"
510,240,"UKR","Ukraine",22,"Ternopil'",510,"Ternopil's'ka","UA.TP.TM",NA,"","Misto","City","","Ternopil"
511,240,"UKR","Ukraine",22,"Ternopil'",511,"Ternopil's'kyi","UA.TP.TR",NA,"","Raion","District","","Ternopilskyi"
512,240,"UKR","Ukraine",22,"Ternopil'",512,"Zalishchyts'kyi","UA.TP.ZA",NA,"","Raion","District","","Zalischynskyi"
513,240,"UKR","Ukraine",22,"Ternopil'",513,"Zbaraz'kyi","UA.TP.ZZ",NA,"","Raion","District","","Zbarazkyi"
514,240,"UKR","Ukraine",22,"Ternopil'",514,"Zborivs'kyi","UA.TP.ZV",NA,"","Raion","District","","Zborivskyi"
515,240,"UKR","Ukraine",23,"Transcarpathia",515,"Berehivs'kyi","UA.ZK.BR",NA,"","Raion","District","","Beregovskyi"
516,240,"UKR","Ukraine",23,"Transcarpathia",516,"Irshavs'kyi","UA.ZK.IR",NA,"","Raion","District","","Irshavskyi"
517,240,"UKR","Ukraine",23,"Transcarpathia",517,"Khusts'kyi","UA.ZK.KR",NA,"","Raion","District","","Khustskyi"
518,240,"UKR","Ukraine",23,"Transcarpathia",518,"Mizhhirs'kyi","UA.ZK.MI",NA,"","Raion","District","","Mizhgirskyi"
519,240,"UKR","Ukraine",23,"Transcarpathia",519,"Mukachivs'ka","UA.ZK.MM",NA,"","Misto","City","",""
520,240,"UKR","Ukraine",23,"Transcarpathia",520,"Mukachivs'kyi","UA.ZK.MR",NA,"","Raion","District","","Mukachevskyi"
521,240,"UKR","Ukraine",23,"Transcarpathia",521,"Perechyns'kyi","UA.ZK.PE",NA,"","Raion","District","","Perechynskyi"
522,240,"UKR","Ukraine",23,"Transcarpathia",522,"Rakhivs'kyi","UA.ZK.RA",NA,"","Raion","District","","Rahivskyi"
523,240,"UKR","Ukraine",23,"Transcarpathia",523,"Svaliavs'kyi","UA.ZK.SV",NA,"","Raion","District","","Svalyavskyi"
524,240,"UKR","Ukraine",23,"Transcarpathia",524,"Tiachivs'kyi","UA.ZK.TI",NA,"","Raion","District","","Tyachivskyi"
525,240,"UKR","Ukraine",23,"Transcarpathia",525,"Uzhhorods'ka","UA.ZK.UM",NA,"","Misto","City","","Uzhgorod"
526,240,"UKR","Ukraine",23,"Transcarpathia",526,"Uzhhorods'kyi","UA.ZK.UR",NA,"","Raion","District","","Uzhgorodskyi"
527,240,"UKR","Ukraine",23,"Transcarpathia",527,"Velykobereznians'kyi","UA.ZK.VE",NA,"","Raion","District","","Velykobereznyansk"
528,240,"UKR","Ukraine",23,"Transcarpathia",528,"Volovets'kyi","UA.ZK.VO",NA,"","Raion","District","","Volovetskyi"
529,240,"UKR","Ukraine",23,"Transcarpathia",529,"Vynohradivs'kyi","UA.ZK.VY",NA,"","Raion","District","","Vynogradivskyi"
530,240,"UKR","Ukraine",24,"Vinnytsya",530,"Bars'kyi","UA.VI.BA",NA,"","Raion","District","","Barskyi"
531,240,"UKR","Ukraine",24,"Vinnytsya",531,"Bershads'kyi","UA.VI.BE",NA,"","Raion","District","","Bershadskyi"
532,240,"UKR","Ukraine",24,"Vinnytsya",532,"Chechel'nyts'kyi","UA.VI.CC",NA,"","Raion","District","","Chechelnyskyi"
533,240,"UKR","Ukraine",24,"Vinnytsya",533,"Iampil's'kyi","UA.VI.IA",NA,"","Raion","District","","Yampilskyi-Vin"
534,240,"UKR","Ukraine",24,"Vinnytsya",534,"Illinets'kyi","UA.VI.IL",NA,"","Raion","District","","Illintsivskyi"
535,240,"UKR","Ukraine",24,"Vinnytsya",535,"Kalynivs'kyi","UA.VI.KA",NA,"","Raion","District","","Kalynivskyi"
536,240,"UKR","Ukraine",24,"Vinnytsya",536,"Khmil'nyts'kyi","UA.VI.KH",NA,"","Raion","District","","Khmilnitskyi-Vin"
537,240,"UKR","Ukraine",24,"Vinnytsya",537,"Koziatyns'kyi","UA.VI.KR",NA,"","Raion","District","","Kozyatynskyi"
538,240,"UKR","Ukraine",24,"Vinnytsya",538,"Kryzhopil's'kyi","UA.VI.KZ",NA,"","Raion","District","","Kryzhopilskyi"
539,240,"UKR","Ukraine",24,"Vinnytsya",539,"Ladyzhyns'ka","UA.VI.LA",NA,"","Mis'ka Rada","Mis'ka Rada","",""
540,240,"UKR","Ukraine",24,"Vinnytsya",540,"Lityns'kyi","UA.VI.LI",NA,"","Raion","District","","Litynskyi"
541,240,"UKR","Ukraine",24,"Vinnytsya",541,"Lypovets'kyi","UA.VI.LY",NA,"","Raion","District","","Lypovetskyi"
542,240,"UKR","Ukraine",24,"Vinnytsya",542,"Mohyliv-Podil's'ka","UA.VI.MM",NA,"","Mis'ka Rada","Mis'ka Rada","",""
543,240,"UKR","Ukraine",24,"Vinnytsya",543,"Mohyliv-Podil's'kyi","UA.VI.MR",NA,"","Raion","District","",""
544,240,"UKR","Ukraine",24,"Vinnytsya",544,"Murovano-Kurylovets'kyi","UA.VI.MU",NA,"","Raion","District","","MurovanoKurylovet"
545,240,"UKR","Ukraine",24,"Vinnytsya",545,"Nemyrivs'kyi","UA.VI.NE",NA,"","Raion","District","","Nemyrivskyi"
546,240,"UKR","Ukraine",24,"Vinnytsya",546,"Orativs'kyi","UA.VI.OR",NA,"","Raion","District","","Orativskyi"
547,240,"UKR","Ukraine",24,"Vinnytsya",547,"Pishchans'kyi","UA.VI.PI",NA,"","Raion","District","","Pischanskyi"
548,240,"UKR","Ukraine",24,"Vinnytsya",548,"Pohrebyshchens'kyi","UA.VI.PO",NA,"","Raion","District","","Pogrebyschenskyi"
549,240,"UKR","Ukraine",24,"Vinnytsya",549,"Sharhorods'kyi","UA.VI.SH",NA,"","Raion","District","","Shargorodskyi"
550,240,"UKR","Ukraine",24,"Vinnytsya",550,"Teplyts'kyi","UA.VI.TE",NA,"","Raion","District","","Teplytskyi"
551,240,"UKR","Ukraine",24,"Vinnytsya",551,"Tomashpil's'kyi","UA.VI.TO",NA,"","Raion","District","","Tomashpilskyi"
552,240,"UKR","Ukraine",24,"Vinnytsya",552,"Trostianets'kyi","UA.VI.TR",NA,"","Raion","District","","Trostyanetskyi"
553,240,"UKR","Ukraine",24,"Vinnytsya",553,"Tul'chyns'kyi","UA.VI.TU",NA,"","Raion","District","","Tulchynskyi"
554,240,"UKR","Ukraine",24,"Vinnytsya",554,"Tyvrivs'kyi","UA.VI.TY",NA,"","Raion","District","","Tyvrivskyi"
555,240,"UKR","Ukraine",24,"Vinnytsya",555,"Vinnyts'ka","UA.VI.VM",NA,"","Misto","City","","Vinnytsya"
556,240,"UKR","Ukraine",24,"Vinnytsya",556,"Vinnyts'kyi","UA.VI.VR",NA,"","Raion","District","","Vinnytskyi"
557,240,"UKR","Ukraine",24,"Vinnytsya",557,"Zhmeryns'ka","UA.VI.ZM",NA,"","Misto","City","",""
558,240,"UKR","Ukraine",24,"Vinnytsya",558,"Zhmeryns'kyi","UA.VI.ZR",NA,"","Raion","District","","Zhmerynskyi"
559,240,"UKR","Ukraine",25,"Volyn",559,"Horokhivs'kyi","UA.VO.HO",NA,"","Raion","District","","Gorohivskyi"
560,240,"UKR","Ukraine",25,"Volyn",560,"Ivanychivs'kyi","UA.VO.IV",NA,"","Raion","District","","Ivanytskyi"
561,240,"UKR","Ukraine",25,"Volyn",561,"Kamin'-Kashyrs'kyi","UA.VO.KA",NA,"","Raion","District","","KaminKashyrskyi"
562,240,"UKR","Ukraine",25,"Volyn",562,"Kivertsivs'kyi","UA.VO.KI",NA,"","Raion","District","","Kiveretskyi"
563,240,"UKR","Ukraine",25,"Volyn",563,"Kovel's'ka","UA.VO.KM",NA,"","Misto","City","",""
564,240,"UKR","Ukraine",25,"Volyn",564,"Kovel's'kyi","UA.VO.KR",NA,"","Raion","District","","Kovelskyi"
565,240,"UKR","Ukraine",25,"Volyn",565,"Liubeshivs'kyi","UA.VO.LS",NA,"","Raion","District","","Lyubeshivskyi"
566,240,"UKR","Ukraine",25,"Volyn",566,"Liuboml's'ky","UA.VO.LL",NA,"","Raion","Raion","","Lyubomlskyi"
567,240,"UKR","Ukraine",25,"Volyn",567,"Lokachyns'kyi","UA.VO.LO",NA,"","Raion","District","","Lokatskyi"
568,240,"UKR","Ukraine",25,"Volyn",568,"Luts'ka","UA.VO.LM",NA,"","Misto","City","","Lutsk"
569,240,"UKR","Ukraine",25,"Volyn",569,"Luts'kyi","UA.VO.LR",NA,"","Raion","District","","Lutskyi"
570,240,"UKR","Ukraine",25,"Volyn",570,"Manevyts'kyi","UA.VO.MA",NA,"","Raion","District","","Manevytskyi"
571,240,"UKR","Ukraine",25,"Volyn",571,"Novovolyns'ka","UA.VO.NO",NA,"","Mis'ka Rada","Mis'ka Rada","",""
572,240,"UKR","Ukraine",25,"Volyn",572,"Ratnivs'kyi","UA.VO.RA",NA,"","Raion","District","","Ratnenskyi"
573,240,"UKR","Ukraine",25,"Volyn",573,"Rozhyshchens'kyi","UA.VO.RO",NA,"","Raion","District","","Rozhyschenskyi"
574,240,"UKR","Ukraine",25,"Volyn",574,"Shats'kyi","UA.VO.SH",NA,"","Raion","District","","Shatskyi"
575,240,"UKR","Ukraine",25,"Volyn",575,"Starovyzhivs'kyi","UA.VO.ST",NA,"","Raion","District","","Starovyzhivskyi"
576,240,"UKR","Ukraine",25,"Volyn",576,"Turiis'kyi","UA.VO.TU",NA,"","Raion","District","","Turiyskyi"
577,240,"UKR","Ukraine",25,"Volyn",577,"Volodymyr-Volyns'kyi","UA.VO.VR",NA,"","Raion","District","","VolodymyrVolynsky"
578,240,"UKR","Ukraine",26,"Zaporizhzhya",578,"Berdians'ka","UA.ZP.BM",NA,"","Mis'ka Rada","Mis'ka Rada","","Berdyansk"
579,240,"UKR","Ukraine",26,"Zaporizhzhya",579,"Berdians'kyi","UA.ZP.BR",NA,"","Raion","District","","Berdyanskyi"
580,240,"UKR","Ukraine",26,"Zaporizhzhya",580,"Chernihivs'kyi","UA.ZP.CH",NA,"","Raion","District","","Chernigivskyi-Zap"
581,240,"UKR","Ukraine",26,"Zaporizhzhya",581,"Enerhodars'ka","UA.ZP.EN",NA,"","Misto","City","","Enerhodar"
582,240,"UKR","Ukraine",26,"Zaporizhzhya",582,"Huliaipil's'kyi","UA.ZP.HU",NA,"","Raion","District","","Gulyaypolskyi"
583,240,"UKR","Ukraine",26,"Zaporizhzhya",583,"Iakymivs'kyi","UA.ZP.IA",NA,"","Raion","District","","Yakymivskyi"
584,240,"UKR","Ukraine",26,"Zaporizhzhya",584,"Kamians'ko-Dniprovs'kyi","UA.ZP.KA",NA,"","Raion","District","","KamyanskoDniprovs|KamyanskoDniprovsky"
